id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
35,External,0.3640344811214451,2017-05-22 14:03:28,2017-10-02 10:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
36,Internal,0.15031911689988764,2017-05-22 15:03:28,2017-07-16 11:51:12,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
37,External,0.16440029572900006,2017-07-16 10:51:12,2017-09-14 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
38,Internal,0.5057210013585651,2017-07-16 11:51:12,2018-01-17 01:58:09,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
39,External,1.0011450477955472,2018-01-17 01:58:09,2019-01-17 12:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
40,Internal,0.3822929334319545,2018-01-17 01:58:09,2018-06-05 14:51:19,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
41,External,1.0215918403917446,2018-06-05 13:51:19,2019-06-13 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
42,External,0.4435096486089476,2018-06-05 14:51:19,2018-11-14 12:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
43,Internal,0.7769994606720534,2012-10-06 05:04:53,2013-07-17 01:17:16,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
44,External,2.589797969418038,2013-07-17 02:15:18,2016-02-17 12:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
45,Internal,0.24898356830722257,2013-07-17 01:17:16,2013-10-15 22:23:01,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
46,Internal,0.20819438187951889,2013-10-15 23:21:03,2013-12-30 23:08:01,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
47,External,2.3976473416350412,2013-12-30 22:08:11,2016-05-24 10:59:59,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
48,Internal,0.517101169574218,2013-12-30 23:08:01,2014-07-07 16:56:24,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
49,Internal,2.141583104747589,2014-07-07 16:56:24,2016-08-28 00:56:54,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
50,External,0.62497249915599,2016-08-27 23:58:42,2017-04-13 11:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
51,Internal,1.4016460895985654,2016-08-28 00:56:54,2018-01-21 23:37:40,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
52,External,2.0258415678779373,2018-01-21 23:37:40,2020-01-31 11:59:59,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
53,External,2.053163972250034,2018-01-21 23:37:40,2020-02-10 12:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
54,Internal,0.34814322822798616,2014-07-07 16:56:24,2014-11-11 18:40:29,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
55,Internal,2.0475060023477063,2014-11-11 18:42:27,2016-11-29 00:41:53,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
56,External,1.3188515788078305,2016-11-28 23:41:43,2018-03-25 11:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
57,Internal,0.5218022323965696,2016-11-29 00:41:53,2017-06-07 13:50:51,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
58,External,0.5230767436735952,2017-06-07 13:50:51,2017-12-15 11:59:59,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
59,Internal,0.47571973323066086,2017-06-07 13:50:51,2017-11-28 05:09:09,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
60,External,0.502151530987982,2017-11-28 04:09:09,2018-05-30 10:59:59,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
